,paper_id,title,authors,year,venue,doi,source_database
850,crossref_10.1016_bs.acr.2024.06.006,Current computational methods for spatial transcriptomics in cancer biology,,2024,Advances in Cancer Research,10.1016/bs.acr.2024.06.006,Crossref
851,crossref_10.6019_tol.webatlas-bia-w.2024.00001.1,Visualising integrated single cell and spatial transcriptomics datasets,Bayraktar Omer; Kupcu Yoldas Aybuke,2024,,10.6019/tol.webatlas-bia-w.2024.00001.1,Crossref
852,crossref_10.1109_access.2024.3479153,stBERT: A Pretrained Model for Spatial Domain Identification of Spatial Transcriptomics,Wang Ziheng; Li Xinhe; Takada Hiroaki; Nagatomi Ryoichi,2024,IEEE Access,10.1109/access.2024.3479153,Crossref
853,crossref_10.1101_2024.07.30.605511,Fast analysis of Spatial Transcriptomics (FaST): an ultra lightweight and fast pipeline for the analysis of high resolution spatial transcriptomics,Fulci Valerio,2024,,10.1101/2024.07.30.605511,Crossref
854,crossref_10.2139_ssrn.4894131,Diffusionst: A Diffusion Model-Based Framework for Enhancing Spatial Transcriptomics Data Quality and Identifying Spatial Domains,Cui Yaxuan; Cui Yang; Wang Ruheng; Nakai Kenta; Ye Xiucai,2024,,10.2139/ssrn.4894131,Crossref
855,crossref_10.1101_2024.06.19.599672,DiffuST: a latent diffusion model for spatial transcriptomics denoising,Jiao Shaoqing; Lu Dazhi; Zeng Xi; Wang Tao; Wang Yongtian,2024,,10.1101/2024.06.19.599672,Crossref
856,crossref_10.2139_ssrn.4896675,I-Cltp: Integrated Contrastive Learning with Transformer Framework for Traffic State Prediction and Network-Wide Analysis,Jia Ruo; Gao Kun; Liu Yang; Yu Bo; Ma Xiaolei,2024,,10.2139/ssrn.4896675,Crossref
857,crossref_10.1101_2024.01.30.577893,CELL CYCLE STATE PREDICTION USING GRAPH NEURAL NETWORKS,Acharya Sayan; Ganguly Aditya; Sarkar Ram; Jose Abin,2024,,10.1101/2024.01.30.577893,Crossref
858,crossref_10.1101_2024.09.09.612009,Novae: a graph-based foundation model for spatial transcriptomics data,Blampey Quentin; Benkirane Hakim; Bercovici Nadege; Andre Fabrice; Cournede Paul-Henry,2024,,10.1101/2024.09.09.612009,Crossref
859,crossref_10.1093_bib_bbae171,stDiff: a diffusion model for imputing spatial transcriptomics through single-cell transcriptomics,Li Kongming; Li Jiahao; Tao Yuhao; Wang Fei,2024,Bioinformatics,10.1093/bib/bbae171,Crossref
860,crossref_10.6019_tol.spatial-omics-platform-w.2024.00001.1,Building a spatial transcriptomics platform,Hernan Crevenna Escobar Alvaro,2024,,10.6019/tol.spatial-omics-platform-w.2024.00001.1,Crossref
861,crossref_10.2139_ssrn.4718095,Kalman Filter Optimize Transformer Method for State of Health Prediction on Lithium-Ion Battery,Huang Yufeng; Liang Huangchao; Xu Lei,2024,,10.2139/ssrn.4718095,Crossref
862,crossref_10.36227_techrxiv.173121436.68592139_v1,Social media emotional state classification prediction based on Arctic Puffin Algorithm (APO) optimization of Transformer mode,Xiao Jue; Xu Wei; Chen Jianlong,2024,,10.36227/techrxiv.173121436.68592139/v1,Crossref
863,crossref_10.21203_rs.3.rs-3919154_v1,Transformer-based Learning Models of Dynamical Systems for Robotic State Prediction,Reed Alec; Albin Doncey; Pasricha Anuh; Roncone Alessandro; Heckman Christoffer,2024,,10.21203/rs.3.rs-3919154/v1,Crossref
864,crossref_10.21203_rs.3.rs-3852891_v1,State Evaluation and Tripping Probability Prediction of Large Power Transformer Based on Health Index,Xu Zhongyang; Zhang Lei; Zhang Ben; Qiao Tianjiao; Liu Guiqing,2024,,10.21203/rs.3.rs-3852891/v1,Crossref
865,crossref_10.1016_bs.acr.2024.06.009,Crosstalk between tumor and microenvironment: Insights from spatial transcriptomics,,2024,Advances in Cancer Research,10.1016/bs.acr.2024.06.009,Crossref
866,crossref_10.1186_s13059-024-03441-1,SMART: spatial transcriptomics deconvolution using marker-gene-assisted topic model,Yang Chen Xi; Sin Don D.; Ng Raymond T.,2024,Genome Biology,10.1186/s13059-024-03441-1,Crossref
867,crossref_10.1101_2024.03.19.585725,Interpretable Spatial Gradient Analysis for Spatial Transcriptomics Data,Liang Qingnan; Solis Soto Luisa; Haymaker Cara; Chen Ken,2024,,10.1101/2024.03.19.585725,Crossref
868,crossref_10.2139_ssrn.4760734,Physics-Informed Framework for Dynamic Traffic State Prediction: A Cell Transformer Approach at Signalized Intersections,li anran; xu zhenlin; zhang xu; pan yuyan annie; Chen Yanyan,2024,,10.2139/ssrn.4760734,Crossref
869,ss_066ebbf61253d5d7f3d117879fb2d29c939263d2,scHiClassifier: a deep learning framework for cell type prediction by fusing multiple feature sets from single-cell Hi-C data,Xiangfei Zhou; Hao Wu,2024,Briefings Bioinform.,10.1093/bib/bbaf009,SemanticScholar
870,ss_3cded8f2e52e0d5c474348d064460c5920c4018a,Deep learning in single-cell and spatial transcriptomics data analysis: advances and challenges from a data science perspective,Shuang Ge; Shuqing Sun; Huan Xu; Qiang Cheng; Zhixiang Ren,2024,Briefings Bioinform.,10.1093/bib/bbaf136,SemanticScholar
871,ss_4fa18c0b0f49582fcf49e81b47e0a1c453659101,Harnessing the deep learning power of foundation models in single-cell omics,Qin Ma; Yi Jiang; Hao Cheng; Dong Xu,2024,Nature reviews. Molecular cell biology,10.1038/s41580-024-00756-6,SemanticScholar
872,ss_cb3fa37fcd62108e9400a7152cb8e2eba594a876,CIRI‐Deep Enables Single‐Cell and Spatial Transcriptomic Analysis of Circular RNAs with Deep Learning,Zihan Zhou; Jinyang Zhang; Xin Zheng; Zhicheng Pan; Fangqing Zhao,2024,Advancement of science,10.1002/advs.202308115,SemanticScholar
873,ss_6b25d1fb4bd0896e5d580a9c982b08331c38a758,Using deep learning to quantify neuronal activation from single-cell and spatial transcriptomic data,Ethan Bahl; Snehajyoti Chatterjee; Utsav Mukherjee; Muhammad Elsadany; Yann Vanrobaeys,2024,Nature Communications,10.1038/s41467-023-44503-5,SemanticScholar
874,ss_a952c4016580a117d11b23cda78933713cfd4409,Interpretable deep learning in single-cell omics,Manoj M Wagle; Siqu Long; Carissa Chen; Chun-Lin Liu; Pengyi Yang,2024,Bioinform.,10.1093/bioinformatics/btae374,SemanticScholar
875,crossref_10.1101_2024.05.08.593094,CELLama: Foundation Model for Single Cell and Spatial Transcriptomics by Cell Embedding Leveraging Language Model Abilities,Choi Hongyoon; Park Jeongbin; Kim Sumin; Kim Jiwon; Lee Dongjoo,2024,,10.1101/2024.05.08.593094,Crossref
876,crossref_10.21203_rs.3.rs-5219487_v1,scPlantFormer: A Lightweight Foundation Model for Plant Single-Cell Omics Analysis,Zhang Xiujun; Xu Jing; Chen Di; Chen Luo-Nan,2024,,10.21203/rs.3.rs-5219487/v1,Crossref
877,crossref_10.1109_bibm62325.2024.10822648,SpaChat: Integrating Single-Cell Foundation Model with Cell Graph Network for Spatially Resolved Cell-Cell Communication Inference,Qiao Debin; Ji Boya; Xia Hong; Peng Shaoliang,2024,Bioinformatics,10.1109/bibm62325.2024.10822648,Crossref
878,crossref_10.1101_2024.11.01.621087,CancerFoundation: A single-cell RNA sequencing foundation model to decipher drug resistance in cancer,Theus Alexander; Barkmann Florian; Wissel David; Boeva Valentina,2024,,10.1101/2024.11.01.621087,Crossref
879,ss_d6fe088a35708b6f886e552f00aff58ad9d49740,Deep Learning–Based Clustering of OCT Images for Biomarker Discovery in Age-Related Macular Degeneration (PINNACLE Study Report 4),Robbie Holland; Rebecca A. Kaye; Ahmed M. Hagag; Oliver Leingang; Thomas R. P. Taylor,2024,Ophthalmology Science,10.1016/j.xops.2024.100543,SemanticScholar
880,ss_6f8b3d0adbe28929c1ebe36cd85f994cb4946956,Single-cell spatial multi-omics and deep learning dissect enhancer-driven gene regulatory networks in liver zonation,C. Bravo Gonzalez-Blas; I. Matetovici; H. Hillen; I. I. Taskiran; Roel Vandepoel,2024,Nature Cell Biology,10.1038/s41556-023-01316-4,SemanticScholar
881,crossref_10.2147_bctt.s458036,Analysis of the Value of Quantitative Features in Multimodal MRI Images to Construct a Radio-Omics Model for Breast Cancer Diagnosis,Zhang Zhitao; Lan Huan; Zhao Shuai,2024,Breast Cancer: Targets and Therapy,10.2147/bctt.s458036,Crossref
882,crossref_10.1101_2024.12.23.630036,A Systematic Comparison of Single-Cell Perturbation Response Prediction Models,Li Lanxiang; You Yue; Fu Yunlin; Liao Wenyu; Fan Xueying,2024,,10.1101/2024.12.23.630036,Crossref
883,crossref_10.1101_2024.09.30.615843,Benchmarking a foundational cell model for post-perturbation RNAseq prediction,Csendes Gerold; Szalay Kristof Z.; Szalai Bence,2024,,10.1101/2024.09.30.615843,Crossref
884,crossref_10.1101_2024.10.02.616248,PertEval-scFM: Benchmarking Single-Cell Foundation Models for Perturbation Effect Prediction,Wenteler Aaron; Occhetta Martina; Branson Nikhil; Curean Victor; Huebner Magdalena,2024,,10.1101/2024.10.02.616248,Crossref
885,crossref_10.21203_rs.3.rs-3973384_v1,Causal Models and Prediction in Cell Line Perturbation Experiments,Long James; Yang Yumeng; Shimizu Shohei; Pham THONG; Do Kim-Anh,2024,,10.21203/rs.3.rs-3973384/v1,Crossref
886,crossref_10.1101_2024.07.02.600897,Prediction of single-cell chromatin compartments from single-cell chromosome structures by MaxComp,Zhan Yuxiang; Musella Francesco; Alber Frank,2024,,10.1101/2024.07.02.600897,Crossref
887,crossref_10.1101_2024.05.28.596224,Inference of heterogeneous effects in single-cell genetic perturbation screens,Fu Zichu; Hou Lin,2024,,10.1101/2024.05.28.596224,Crossref
888,ss_d70dd74d28e55fd207c08fc261fbc05bed703e41,Single-cell technology for drug discovery and development,Anzhuo Zhang; Jiawei Zou; Yue Xi; Lianchong Gao; Fulan Deng,2024,Frontiers in Drug Discovery,10.3389/fddsv.2024.1459962,SemanticScholar
889,crossref_10.1101_2024.03.08.583988,Evolution-Aware Deep Reinforcement Learning for Single-Cell DNA Copy Number Calling,Ivanovic Stefan; El-Kebir Mohammed,2024,,10.1101/2024.03.08.583988,Crossref
890,ss_2f71f404ec3ffeaf3226213294ba41630ffbabb5,scPROTEIN: a versatile deep graph contrastive learning framework for single-cell proteomics embedding,Wei Li; Fan Yang; Fang Wang; Yuchen Rong; Linjing Liu,2024,Nature Methods,10.1038/s41592-024-02214-9,SemanticScholar
891,ss_9df0bca0fbd0ea4bcd2c5949f8ba14b8fa53f7bd,Tissue module discovery in single-cell-resolution spatial transcriptomics data via cell-cell interaction-aware cell embedding.,Yuzhe Li; Jinsong Zhang; Xin Gao; Q. Zhang,2024,Cell Systems,10.1016/j.cels.2024.05.001,SemanticScholar
892,ss_bf6627b11cdd5f973f08def29516f9e2644965d5,Deep learning applications in single-cell genomics and transcriptomics data analysis.,N. Erfanian; A. Heydari; Adib Miraki Feriz; Pablo Ianez; Afshin Derakhshani,2023,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,10.1016/j.biopha.2023.115077,SemanticScholar
893,ss_e5b999dc81c4d53db458cfd9fd1d3a2fea2c1d22,Biologically informed deep learning to query gene programs in single-cell atlases,M. Lotfollahi; Sergei Rybakov; Karin Hrovatin; Soroor Hediyeh-zadeh; Carlos Talavera-Lopez,2023,Nature Cell Biology,10.1038/s41556-022-01072-x,SemanticScholar
894,ss_7bf5eca7bc57491c61b57a8e2eacadbb7016260e,Deciphering ligand-receptor-mediated intercellular communication based on ensemble deep learning and the joint scoring strategy from single-cell transcriptomic data,Lihong Peng; Jingwei Tan; W. Xiong; Li Zhang; Zhao Wang,2023,Comput. Biol. Medicine,10.1016/j.compbiomed.2023.107137,SemanticScholar
895,ss_3495ccc6eaf8ffd63a4b59caf43ae8c63b4f370d,Integrated bulk and single-cell transcriptomes reveal pyroptotic signature in prognosis and therapeutic options of hepatocellular carcinoma by combining deep learning,Yang Liu; Hanlin Li; Tianyu Zeng; Yang Wang; Hongqi Zhang,2023,Briefings Bioinform.,10.1093/bib/bbad487,SemanticScholar
896,ss_82ca8f4b81d7cbaf21a6ad32c7d048dfeb8502c2,Deep learning and single-cell phenotyping for rapid antimicrobial susceptibility detection in Escherichia coli,Alexander Zagajewski; Piers Turner; Conor Feehily; Hafez El Sayyed; Monique Andersson,2023,Communications Biology,10.1038/s42003-023-05524-4,SemanticScholar
897,ss_4e52a83b48a78061c0b8c9c57d3a33f08bb8bcfb,Single‐cell segmentation in bacterial biofilms with an optimized deep learning method enables tracking of cell lineages and measurements of growth rates,Eric Jelli; T. Ohmura; N. Netter; Martin Abt; Eva Jimenez-Siebert,2023,Molecular Microbiology,10.1111/mmi.15064,SemanticScholar
898,ss_ecb531022dd1bc469026913c28a88091e4bb4e6c,Evaluation of deep learning-based feature selection for single-cell RNA sequencing data analysis,Hao Huang; Chun-Lin Liu; Manoj M Wagle; Pengyi Yang,2023,Genome Biology,10.1186/s13059-023-03100-x,SemanticScholar
899,ss_b081227330832961eeb004f216a851d1ed781a09,Deep learning exploration of single-cell and spatially resolved cancer transcriptomics to unravel tumour heterogeneity,Raid Halawani; M. Buchert; Yi-Ping Phoebe Chen,2023,Comput. Biol. Medicine,10.1016/j.compbiomed.2023.107274,SemanticScholar
900,ss_ae0f021b85918739d9396e4e4b6f367e598a50c0,DeepSea is an efficient deep-learning model for single-cell segmentation and tracking in time-lapse microscopy,Abolfazl Zargari; G. A. Lodewijk; N. Mashhadi; Nathan Cook; C. Neudorf,2023,Cell Reports Methods,10.1016/j.crmeth.2023.100500,SemanticScholar
901,ss_53b28ae4f73167abf6429573883e6452dd5d4308,scHiCyclePred: a deep learning framework for predicting cell cycle phases from single-cell Hi-C data using multi-scale interaction information,Yingfu Wu; Zhenqi Shi; Xiangfei Zhou; Pengyu Zhang; Xiuhui Yang,2023,bioRxiv,10.1038/s42003-024-06626-3,SemanticScholar
902,ss_97c33ec2cd9f25563a1f5867a408f57920bf3af5,Deep-Learning Terahertz Single-Cell Metabolic Viability Study.,Ning Yang; Qian Shi; Mingji Wei; Yi Xiao; Muming Xia,2023,ACS Nano,10.1021/acsnano.3c06084,SemanticScholar
903,ss_9b8cc7a4126af57d99b588a1eb8a0d58e9e33406,An explainable AI-driven biomarker discovery framework for Non-Small Cell Lung Cancer classification,Kountay Dwivedi; Ankit Rajpal; Sheetal Rajpal; Manoj Agarwal; Virendra Kumar,2023,Comput. Biol. Medicine,10.1016/j.compbiomed.2023.106544,SemanticScholar
904,ss_31eb6d979cebf62c8b1dc0d54cd8afe768c1d3ea,Efficient Generation of Paired Single‐Cell Multiomics Profiles by Deep Learning,Meng Lan; Shixiong Zhang; Lin Gao,2023,Advancement of science,10.1002/advs.202301169,SemanticScholar
905,crossref_10.2139_ssrn.4493250,Single-Cell Biclustering for Cell-Specific Transcriptomic Perturbation Detection in AD Progression,Gong Yuqiao; Xu Jingsi; Gao Ruitian; Sun Jianle; Yu Zhangsheng,2023,,10.2139/ssrn.4493250,Crossref
906,ss_89976b8b9f7ae3c5b19c9eff05f7dbcf183c5171,Trends and Potential of Machine Learning and Deep Learning in Drug Study at Single-Cell Level,Ren Qi; Quan Zou,2023,Research,10.34133/research.0050,SemanticScholar
907,crossref_10.1101_2023.02.22.529627,Ensemble deep learning of embeddings for clustering multimodal single-cell omics data,Yu Lijia; Liu Chunlei; Yang Jean Yee Hwa; Yang Pengyi,2023,,10.1101/2023.02.22.529627,Crossref
908,crossref_10.3390_epigenomes7030020,Integrated Multimodal Omics and Dietary Approaches for the Management of Neurodegeneration,Murai Toshiyuki; Matsuda Satoru,2023,Epigenomes,10.3390/epigenomes7030020,Crossref
909,crossref_10.1101_2023.11.30.569500,Multimodal generation of astrocyte by integrating single-cell multi-omics data via deep learning,Mao Jiashun; Wang Jianmin; Zeb Amir; No Kyoung Tai,2023,,10.1101/2023.11.30.569500,Crossref
910,crossref_10.21203_rs.3.rs-2661638_v1,A multimodal omics framework to empower target discovery for cardiovascular regeneration,Li Ziwen; Mills Nicholas L.; Brittan Mairi,2023,,10.21203/rs.3.rs-2661638/v1,Crossref
911,crossref_10.1007_978-3-031-36502-7_4,Multimodal Methods for Knowledge Discovery from Bulk and Single-Cell Multi-Omics Data,Li Yue; Fonseca Gregory; Ding Jun,2023,Machine Learning Methods for Multi-Omics Data Integration,10.1007/978-3-031-36502-7_4,Crossref
912,crossref_10.1109_bibm58861.2023.10386044,MoTIF: a Method for Trustworthy Dynamic Multimodal Learning on Omics,Lu Yuxing; Peng Rui; Jiang Bingheng; Wang Jinzhuo,2023,Bioinformatics,10.1109/bibm58861.2023.10386044,Crossref
913,crossref_10.1093_bib_bbad313,Multimodal deep learning approaches for single-cell multi-omics data integration,Athaya Tasbiraha; Ripan Rony Chowdhury; Li Xiaoman; Hu Haiyan,2023,Bioinformatics,10.1093/bib/bbad313,Crossref
914,crossref_10.1136_gutjnl-2023-iddf.203,IDDF2023-ABS-0192 Multi-omics landscape of disease progression characterized by an interpretable multimodal model vec3d,Tang Hui; Zeng Tao,2023,Clinical Gastroenterology,10.1136/gutjnl-2023-iddf.203,Crossref
915,crossref_10.1155_2023_5355269,Single-Cell and Transcriptome-Based Immune Cell-Related Prognostic Model in Clear Cell Renal Cell Carcinoma,Wu Guanlin; Guo Weiming; Zhu Shuai; Fan Gang,2023,Journal of Oncology,10.1155/2023/5355269,Crossref
916,ss_40ef810f9b8da4fd95166fb51056a7be8ab8d761,scFed: federated learning for cell type classification with scRNA-seq,Shuang Wang; Bochen Shen; Lanting Guo; Mengqi Shang; Jinze Liu,2023,Briefings Bioinform.,10.1093/bib/bbad507,SemanticScholar
917,ss_1a66c290beef2d992fc55137f9e8fd5a67cf09ae,Empirical evaluation of language modeling to ascertain cancer outcomes from clinical text reports,Haitham A. Elmarakeby; Pavel Trukhanov; Vidal M. Arroyo; I. Riaz; D. Schrag,2023,Bioinformatics,10.1186/s12859-023-05439-1,SemanticScholar
918,ss_54d67b59c24a1183cdf7a1ba267b246b214ff551,scTransSort: Transformers for Intelligent Annotation of Cell Types by Gene Embeddings,Linfang Jiao; G. Wang; Huanhuan Dai; Xue Li; Shuang Wang,2023,Biomolecules,10.3390/biom13040611,SemanticScholar
919,pmid_38129369,Exploring the advances of single-cell RNA sequencing in thyroid cancer: a narrative review.,Tan Joecelyn Kirani; Awuah Wireko Andrew; Roy Sakshi; Ferreira Tomas; Ahluwalia Arjun,2023,"Medical oncology (Northwood, London, England)",10.1007/s12032-023-02260-x,PubMed
920,pmid_38028624,Computational single cell oncology: state of the art.,Paas-Oliveros Ernesto; Hernandez-Lemus Enrique; de Anda-Jauregui Guillermo,2023,Frontiers in genetics,10.3389/fgene.2023.1256991,PubMed
921,crossref_10.1101_2023.03.20.533433,Learning Perturbation-specific Cell Representations for Prediction of Transcriptional Response across Cellular Contexts,Keinan Gal; Sayal Karen; Gonen Alon; Zhu Jiang; Granovsky Lena,2023,,10.1101/2023.03.20.533433,Crossref
922,pmid_37586207,Mechanism of breast cancer immune microenvironment in prognosis of heart failure.,Wang Lida; Ding Xiaolei; Qiu Xun,2023,Computers in biology and medicine,10.1016/j.compbiomed.2023.107339,PubMed
923,pmid_37805064,Drug Intelligence Science (DIS®): Pioneering a high-resolution translational platform to enhance the probability of success for drug discovery and development.,Schweizer Liang,2023,Drug discovery today,10.1016/j.drudis.2023.103795,PubMed
924,crossref_10.32614_cran.package.omicsense,OmicSense: Biosensor Development using Omics Data,Koizumi Takahiko,2023,CRAN: Contributed Packages,10.32614/cran.package.omicsense,Crossref
925,crossref_10.1038_s41467-023-40458-9,SONAR enables cell type deconvolution with spatially weighted Poisson-Gamma model for spatial transcriptomics,Liu Zhiyuan; Wu Dafei; Zhai Weiwei; Ma Liang,2023,Nature Communications,10.1038/s41467-023-40458-9,Crossref
926,crossref_10.26226_m.641999e0b9b42e0013e59226,ISID0319 - Spatial transcriptomics and single-cell transcriptomics elucidates the intricate inflammatory cellular network in atopic dermatitis,Mitamura Yasutaka,2023,,10.26226/m.641999e0b9b42e0013e59226,Crossref
927,crossref_10.1038_s41598-023-36378-9,County augmented transformer for COVID-19 state hospitalizations prediction,Er Siawpeng; Yang Shihao; Zhao Tuo,2023,Scientific Reports,10.1038/s41598-023-36378-9,Crossref
928,crossref_10.1109_itnec56291.2023.10082389,An Improved Prediction Method of Transformer Oil Temperature,Cao Yifeng,2023,"2023 IEEE 6th Information Technology,Networking,Electronic and Automation Control Conference (ITNEC)",10.1109/itnec56291.2023.10082389,Crossref
929,ss_7f38be5803db6d3922930c1ffdf352396ba18b09,Biological insights and novel biomarker discovery through deep learning approaches in breast cancer histopathology,Divneet Mandair; J. Reis-Filho; Alan Ashworth,2023,npj Breast Cancer,10.1038/s41523-023-00518-1,SemanticScholar
930,ss_f65391fcf52127b9b5611a9b92873b28ee7a4128,Deep learning facilitates multi-data type analysis and predictive biomarker discovery in cancer precision medicine,V. B. Mathema; Partho Sen; Santosh Lamichhane; M. Oresic; S. Khoomrung,2023,Computational and Structural Biotechnology Journal,10.1016/j.csbj.2023.01.043,SemanticScholar
931,crossref_10.1101_2023.02.24.529987,A robust model for cell type-specific interindividual variation in single-cell RNA sequencing data,Chen Minhui; Dahl Andy,2023,,10.1101/2023.02.24.529987,Crossref
932,pmid_37398158,Unbiased single-cell morphology with self-supervised vision transformers.,Doron Michael; Moutakanni Theo; Chen Zitong S; Moshkov Nikita; Caron Mathilde,2023,bioRxiv : the preprint server for biology,10.1101/2023.06.16.545359,PubMed
933,ss_1af52d3c2d1c61253e168c0674931bf46ceb57c8,Single-Cell Heterogeneity-Aware Transformer-Guided Multiple Instance Learning for Cancer Aneuploidy Prediction From Whole Slide Histopathology Images,Feiyang Yu; Xi Wang; R. Sali; Ruijiang Li,2023,IEEE journal of biomedical and health informatics,10.1109/JBHI.2023.3262454,SemanticScholar
934,ss_f31cc2d2e96c66cd59cce1936e264a781ecc198c,A Unified Deep Learning Framework for Single-Cell ATAC-Seq Analysis Based on ProdDep Transformer Encoder,Zixuan Wang; Yongqing Zhang; Yun Yu; Junming Zhang; Yuhang Liu,2023,International Journal of Molecular Sciences,10.3390/ijms24054784,SemanticScholar
935,ss_c4366fd7747408cd2a16c02892ccc612f601ce05,Contextual AI models for single-cell protein biology,Michelle M. Li; Yepeng Huang; M. Sumathipala; Man Qing Liang; Alberto Valdeolivas,2023,bioRxiv,10.1038/s41592-024-02341-3,SemanticScholar
936,ss_0e7a3ca4294d2712e2591c8a813dcfa090b3b51a,Single-cell gene regulatory network prediction by explainable AI,Philipp Keyl; P. Bischoff; G. Dernbach; M. Bockmayr; Rebecca Fritz,2023,Nucleic Acids Research,10.1093/nar/gkac1212,SemanticScholar
937,ss_13c1f66a0a1c1006123e3550bfb1beab4512ff19,Enhancing single-cell biology through advanced AI-powered microfluidics.,Zhaolong Gao; Yiwei Li,2023,Biomicrofluidics,10.1063/5.0170050,SemanticScholar
938,ss_d12159ce8433c2ce0b764ae28e9b37026f8306c3,Bacteria detection and species identification at the single-cell level using super-resolution fluorescence imaging and AI analysis.,Min Jeong Kim; Jin-Yeol Park; Minjae Kang; Uidon Jeong; Dokyung Jeong,2023,Biosensors & bioelectronics,10.1016/j.bios.2023.115603,SemanticScholar
939,pmid_37523217,scDeepInsight: a supervised cell-type identification method for scRNA-seq data with deep learning.,Jia Shangru; Lysenko Artem; Boroevich Keith A; Sharma Alok; Tsunoda Tatsuhiko,2023,Bioinformatics,10.1093/bib/bbad266,PubMed
940,crossref_10.1109_cieec58067.2023.10165765,Power Transformer Health State Prediction Based on Multi-attention Coupling Learning,Zhang Peng; Gan Jinrui; Wu Chunpeng; Wu Peng; Qi Bo,2023,2023 IEEE 6th International Electrical and Energy Conference (CIEEC),10.1109/cieec58067.2023.10165765,Crossref
941,crossref_10.1101_2023.05.29.542705,Large Scale Foundation Model on Single-cell Transcriptomics,Hao Minsheng; Gong Jing; Zeng Xin; Liu Chiming; Guo Yucheng,2023,,10.1101/2023.05.29.542705,Crossref
942,crossref_10.1101_2023.04.30.538439,scGPT: Towards Building a Foundation Model for Single-Cell Multi-omics Using Generative AI,Cui Haotian; Wang Chloe; Maan Hassaan; Pang Kuan; Luo Fengning,2023,,10.1101/2023.04.30.538439,Crossref
943,crossref_10.22541_essoar.170034944.42344050_v1,Nowcasting Earthquakes with QuakeGPT An AI-Enhanced Earthquake Generative Pretrained Transformer,Rundle John B.,2023,,10.22541/essoar.170034944.42344050/v1,Crossref
944,crossref_10.1109_iccwamtip60502.2023.10387026,Multiscale Class-Attention Transformer for Bird Migration State Prediction,Li Weilin; Wang Xueying; Wu Hong,2023,2023 20th International Computer Conference on Wavelet Active Media Technology and Information Processing (ICCWAMTIP),10.1109/iccwamtip60502.2023.10387026,Crossref
945,crossref_10.1089_gen.43.07.09,"Diverse Approaches, Common Goals Evident at Single-Cell/AI Symposium",LeMieux Julianna,2023,Genetic Engineering &amp; Biotechnology News,10.1089/gen.43.07.09,Crossref
946,ss_7916a0da19ae74ac5455d0bd2ee71c6c4ed7e2de,SiGra: single-cell spatial elucidation through an image-augmented graph transformer,Ziyang Tang; Zuotian Li; Tieying Hou; Tonglin Zhang; B. Yang,2023,Nature Communications,10.1038/s41467-023-41437-w,SemanticScholar
947,ss_1e8fcf495dbc386591fcbab75df75ac41a503859,Single Cells Are Spatial Tokens: Transformers for Spatial Transcriptomic Data Imputation,Haifang Wen; Wenzhuo Tang; Wei Jin; Jiayuan Ding; Renming Liu,2023,arXiv.org,10.48550/arXiv.2302.03038,SemanticScholar
948,ss_6cbb93962fb72be5f601a3607481fbe8ddf54db9,Single-cell biological network inference using a heterogeneous graph transformer,A. Ma; Xiaoying Wang; Jingxiang Li; Cankun Wang; Tong Xiao,2023,Nature Communications,10.1038/s41467-023-36559-0,SemanticScholar
949,crossref_10.1101_2023.02.15.528008,A Single-cell Perturbation Landscape of Colonic Stem Cell Polarisation,Qin Xiao; Rodriguez Ferran Cardoso; Sufi Jahangir; Vlckova Petra; Claus Jeroen,2023,,10.1101/2023.02.15.528008,Crossref
950,crossref_10.52202_075280-1435,Foundation Model is Efficient Multimodal Multitask Model Selector,Jiang Chonghe; Luo Ping; Meng Fanqing; Peng Zhanglin; Qiao Yu,2023,Advances in Neural Information Processing Systems 36,10.52202/075280-1435,Crossref
951,ss_424132ec245c3173685751ac1101c3be6cc55a67,xTrimoGene: An Efficient and Scalable Representation Learner for Single-Cell RNA-Seq Data,Jing Gong; Minsheng Hao; Xin Zeng; Chiming Liu; Jianzhu Ma,2023,bioRxiv,10.1101/2023.03.24.534055,SemanticScholar
952,crossref_10.3389_fgene.2023.1179439,Clustering single-cell multimodal omics data with jrSiCKLSNMF,Ellis Dorothy; Roy Arkaprava; Datta Susmita,2023,Frontiers in Genetics,10.3389/fgene.2023.1179439,Crossref
953,ss_c38f6a68a8ad2c60313df4c9c972054e762d7ab9,CIForm as a Transformer-based model for cell-type annotation of large-scale single-cell RNA-seq data,Jing Xu; Aidi Zhang; Fang Liu; Liang Chen; Xiujun Zhang,2023,Briefings Bioinform.,10.1093/bib/bbad195,SemanticScholar
954,ss_59447739b7dda29ef919184cc8246cbbbd5e8938,STGRNS: an interpretable transformer-based method for inferring gene regulatory networks from single-cell transcriptomic data,Jing Xu; Aidi Zhang; Fang Liu; Xiujun Zhang,2023,Bioinform.,10.1093/bioinformatics/btad165,SemanticScholar
955,ss_b57a49bd0e05cdde73c2ec2731aad6bf229f45e3,MetaLLM: Residue-wise Metal ion Prediction Using Deep Transformer Model,F. S. Shishir; Bishnu Sarker; Farzana Rahman; S. Shomaji,2023,bioRxiv,10.1101/2023.03.20.533488,SemanticScholar
956,pmid_37672979,Self-supervised deep learning for highly efficient spatial immunophenotyping.,Zhang Hanyun; AbdulJabbar Khalid; Grunewald Tami; Akarca Ayse U; Hagos Yeman,2023,EBioMedicine,10.1016/j.ebiom.2023.104769,PubMed
