paper_id,title,authors,year,venue,doi,preprint_id,url,source_database,abstract,model_family,downstream_application,omics_modality
pmid_42009727,AKAP12-LMOD1 signaling defines stromal CAF activation and epithelial junction loss in colorectal cancer.,Ye Qian-Wen; Liu Yuan-Jie; Xu Guo; Chen Yu-Gen; Li Jie-Pin,2026,Scientific reports,10.1038/s41598-026-44680-5,,https://pubmed.ncbi.nlm.nih.gov/42009727/,PubMed,"Colorectal cancer (CRC) shows strong heterogeneity in tumor microenvironment (TME) dynamics, but the mechanisms that shape epithelial-stromal crosstalk are still unclear. Here we focus on A-kinase anchor protein 12 (AKAP12) and Leiomodin 1 (LMOD1) and test a compartment-dependent model in which this program aligns with tight-junction features in epithelium but with a fibrotic, immune-suppressive program in stroma. Single-cell RNA sequencing (scRNA-seq) and spatial transcriptomics (ST) were employed to profile gene expression patterns in CRC tissues. Immunohistochemistry (IHC) and multiplex immunofluorescence (mIF) validated protein expression and localization. Cell-cell communication analysis and trajectory inference were used to dissect spatial interaction networks. Functional experiments were employed to validate the role of the AKAP12-LMOD1 axis in CAFs in regulating ECM remodeling and antitumor immunity. AKAP12-LMOD1 exhibited a compartment-dependent pattern in CRC. In ACTA2⁻ epithelial regions, the epithelial AKAP12-LMOD1 signal was lower in tumors than in matched normal epithelium and showed a positive association with the tight-junction marker CLDN1. In ACTA2⁺ stromal regions, AKAP12-LMOD1 was enriched, positively associated with the gap-junction marker GJA4, and higher in tumor stroma than matched normal stroma. In a CAF-macrophage non-contact co-culture model, AKAP12 overexpression supported CAF activation and collagen deposition, and shifted macrophages toward an M2-like phenotype; LMOD1 knockdown or SB-431542 partially reversed these effects. Stromal AKAP12-LMOD1-enriched regions also aligned with fibrosis- and M2-related features, and these stromal patterns were prominent in mucinous carcinoma. This study defines AKAP12-LMOD1 as a compartment-dependent stromal program in CRC that links ACTA2⁺ stroma to gap-junction features, fibrosis, and M2-like macrophage polarization, while showing a distinct epithelial association with tight-junction features. These findings support a stroma-centered working model for AKAP12-LMOD1 in CRC microenvironmental heterogeneity and suggest that stromal modulation of this program, together with targeting fibrosis and M2-like immune features, may be explored as hypothesis-level, subtype-oriented therapeutic directions in stroma-rich CRC.",spatial_omics,"perturbation_prediction, spatial_reconstruction, trajectory_inference, multimodal_integration","scRNA-seq, Protein/CITE-seq, Spatial"
pmid_42009648,Unveiling DEFB1 as a novel driver and promising therapeutic target in lung adenocarcinoma.,Liang Jiaqi; Yi Yanjun; Zhu Junkan; Zhang Huan; Hu Yidu,2026,Cell death & disease,10.1038/s41419-026-08748-4,,https://pubmed.ncbi.nlm.nih.gov/42009648/,PubMed,"Lung adenocarcinoma, one of the most prevalent malignancies, underscores the urgency of identifying genes linked to its proliferation and prognosis for developing targeted therapies. In this study, we performed genome-wide CRISPR/Cas9 screening both in vitro and in vivo, and subsequently cross-referenced the findings with prognosis-related genes in lung adenocarcinoma. The screening results revealed that DEFB1 promotes lung adenocarcinoma proliferation, while our integrated analysis of single-cell sequencing, multiplex immunohistochemistry, TCGA, and GEO data concurrently demonstrated elevated DEFB1 expression in cancer cells, along with a negative correlation between DEFB1 expression and patient survival. Subsequently, functional studies employing DEFB1 knockout cells, re-expressed DEFB1 cells, and knockout cells supplemented with exogenous DEFB1 revealed that DEFB1 significantly enhances cell proliferation, migration, and invasion. Co-immunoprecipitation combined with mass spectrometry experiments was performed to uncover the mechanism of DEFB1, demonstrating that it interacts with Periplakin (PPL) to induce epithelial-to-mesenchymal transition (EMT) and proliferation, while simultaneously binding to Macrophage Migration Inhibitory Factor (MIF) to enhance M2 macrophage polarization. Furthermore, we developed multiple anti-DEFB1 monoclonal antibodies and found one of them, mAb-5, potently blocked DEFB1's function and inhibited lung adenocarcinoma progression in cell lines, organoids, xenografts, and spontaneous lung cancer models, while maintaining a favorable safety profile. Overall, our study identifies DEFB1 as a novel driver of lung adenocarcinoma, and the anti-DEFB1 monoclonal antibody mAb-5 emerges as a promising therapeutic candidate with significant potential.",perturbation_prediction,perturbation_prediction,unspecified
pmid_42009636,Identification of a new population of Tnn progenitors to form tendon enthesis fibrocartilage.,Zhang Tao; Zhang Lin; Yuan Ziyang; Wang Linfeng; Hu Jianzhong,2026,Bone research,10.1038/s41413-026-00519-3,,https://pubmed.ncbi.nlm.nih.gov/42009636/,PubMed,"Elucidating the identity of enthesis-resident progenitors is critical for advancing regenerative strategies, particularly in the context of the long-standing question of how is fibrocartilage formed at tendon enthesis (bone-tendon interface) under mechanical loading. To address the question of cellular origins of entheseal fibrocartilage, we first employed spatial transcriptional and single cell sequencing to identify a novel population of Tnn⁺ progenitor cells and delineate their lineage trajectories across developmental stages. Subsequently, we used a diphtheria toxin mediated ablation model targeting these Tnn⁺ progenitors and demonstrated their functional importance, as ablation resulted in hypoplastic phenotypes characterized by impaired fibrocartilage maturation. Furthermore, comparative single-cell profiling between unloaded entheses and normal entheses revealed that tendon unloading significantly diminished both the abundance and chondrogenic potential of Tnn⁺ progenitors. Collectively, these findings resolve fundamental questions regarding enthesis morphogenesis and provide mechanistic insights into how mechanical loading orchestrates this critical developmental process.",spatial_omics,"spatial_reconstruction, trajectory_inference, multimodal_integration",Spatial
pmid_42007508,Re-analysis of single-cell transcriptomics reveals a critical role of TNS1 gene in driving contractile VSMC transdifferentiation into macrophage-like SMC and atherosclerotic plaque instability.,Yang Shuang; Fu Rui; Ren Xiaoxiao; Sun Mengyi; Li Zhifan,2026,Clinical and translational medicine,10.1002/ctm2.70664,,https://pubmed.ncbi.nlm.nih.gov/42007508/,PubMed,"Vascular smooth muscle cell (VSMC) phenotype switching plays a significant role in the pathogenesis of atherosclerosis (AS). However, the subtypes of VSMC transdifferentiation and their impact on AS progression and atherosclerotic plaque instability remains unclear. We reanalysed scRNA-seq datasets of GSE155513 and GSE253903 and performed single-sample gene set enrichment analysis (ssGSEA) in three transcriptome datasets from unstable plaques to determine the major subtypes contributing the most to plaque instability. Using high-dimensional weighted gene co-expression network analysis (hdWGCNA), we identified hub genes in macrophage (MP)-like smooth muscle cells (SMCs) of unstable plaques. We conducted cell communication analysis according to tensin1 (TNS1) gene levels in VSMCs. TNS1 expression was analysed in human AS plaques. Finally, an AS model was established in VSMC-specific Tns1 knockout ApoE mice to validate the causative role of TNS1 on atherosclerotic lesions. MP-like SMC was identified as the key subtype for plaque instability. hdWGCNA analysis for MP-like SMC identified blue module as the key gene module involved in unstable plaques. Decreased TNS1 expression in VSMCs was positively correlated with the down-regulation of contractile VSMC marker genes, SRF and MYCOD genes, negatively correlated with the up-regulation of CD68 and KLF4 genes, and activated VCAM, PDGF, THBS and CXCL signalling pathways. TNS1 mRNA expression levels were lower in human atherosclerotic arteries than in healthy arteries, and even lower in unstable plaques than in early and stable plaques. TNS1 protein levels in VSMCs were lower in human atherosclerotic plaques than in healthy arteries, and even lower in advanced plaques than in early plaques. VSMC-specific Tns1 gene deficiency aggravated AS progression and enhanced plaque instability with increased MP-like SMC transdifferentiation. The reduction of TNS1 gene in VSMCs might drive contractile VSMC transdifferentiation into MP-like SMC, the major subtype contributing to plaque instability. In vivo experimental results confirmed the role of Tns1 gene in contractile VSMC transdifferentiation into MP-like SMC and plaque instability.",graph_neural_network,"biomarker_discovery, multimodal_integration","scRNA-seq, Protein/CITE-seq"
pmid_42006286,Suggested experimental design and computational modeling to infer single-cell lipid dynamics from a single destructive measurement.,Jost Paul Jonas; Weindl Daniel; Wunderling Klaus; Thiele Christoph; Hasenauer Jan,2026,iScience,10.1016/j.isci.2026.115474,,https://pubmed.ncbi.nlm.nih.gov/42006286/,PubMed,"Cellular heterogeneity is a fundamental facet of cell biology, influencing cellular signaling, metabolism, and gene regulation. Its accurate quantification requires measurements at the single-cell level. Most high-throughput single-cell technologies provide only a snapshot of cellular heterogeneity at a specific time point because the measurement is destructive. This limits our current ability to understand the dynamics of cellular behavior and quantify cell-specific parameters. We propose a potential experimental setup combined with a model-based analysis framework, enabling the extraction of longitudinal data from a single destructive measurement. Although broadly applicable, we focus on lipid metabolism, a domain where obtaining longitudinal single-cell data have remained elusive due to technical constraints. Our method leverages multiple labels whose measurements are linked to a shared dynamic. This allows the estimation of cell-specific parameters and the quantification of heterogeneity. This framework establishes a foundation for future investigations, providing a roadmap toward a deeper understanding of dynamic cellular processes.",hybrid_symbolic_statistical,cell_type_annotation,unspecified
pmid_42003742,Boosting Sensory Nerve-to-Bone Interactions Enhances Hedgehog Mediated Calvarial Bone Repair.,Li Zhao; Xing Xin; Du Beicheng; Zhou Myles; Chen Austin Z,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.75389,,https://pubmed.ncbi.nlm.nih.gov/42003742/,PubMed,"Any person that has broken a bone can attest to the existence of sensory innervation of the skeleton. Beyond afferent functions, sensory neurons have been implicated in the orchestration of bone repair via the release of neuroregulatory signals. Yet, these neurosecretory effects have principally been deciphered through loss-of-function studies. Indeed, the potential therapeutic benefit of boosting nerve-to-bone interactions remains cursorily studied. Here, using a mouse calvarial bone defect model, pharmacologic activation of TrkA with a small molecule partial agonist induced bone-associated nerve ingrowth and significantly improved calvarial bone healing. Single-cell RNA sequencing analysis of cells from the defect site revealed shifts in cluster proportions, with enrichment of immune cell populations in TrkA agonist-treated mice. Within the skeletal cell lineage, TrkA agonism enhanced osteoblast differentiation while suppressing fibroblastic differentiation. Pathway analysis showed increased Hedgehog signaling activity, and interactome analyses between trigeminal ganglia sensory neurons and skeletal cells implicated Hedgehog signaling. The pro-regenerative effects of TrkA agonism were abolished in conditional knockout mice lacking Smoothened (Smo) in PDGFRα skeletal progenitor cells. In summary, boosting sensory nerve signaling enhances membranous bone repair after injury, at least in part via Hedgehog pathway activation in osteoprogenitor cells.",foundation_scale_pretraining,trajectory_inference,unspecified
pmid_42002825,High ALG1 Expression Is Correlated With Poor Prognosis and the Immune Microenvironment in Glioma.,Li Shuxiang; Xia Yang; Liu Qiang; Qian Xin; Liu Anhong,2026,Journal of cellular and molecular medicine,10.1111/jcmm.71142,,https://pubmed.ncbi.nlm.nih.gov/42002825/,PubMed,"Glioma is the most prevalent primary tumour in the central nervous system. This study investigates ALG1 expression in glioma and its clinical significance. Using the TCGA and CGGA databases, a bioinformatics analysis examines ALG1 expression, its prognostic value, and its link to the immune microenvironment. Clinical samples are analysed using RT-qPCR, Western blotting, and immunohistochemistry/fluorescence for expression validation. Single-cell RNA sequencing (scRNA-seq) assesses ALG1's role in cell state transitions. In vitro, wound healing assays are performed after ALG1 knockdown with siRNA, and in vivo analysis uses an in situ mouse model. The pan-cancer analysis revealed that ALG1 is significantly overexpressed in varioustumours, including glioblastoma (GBM), and is linked to poor patient outcomes. A prognostic nomogram based on ALG1 levels accurately predicted 1-, 3-, and 5-year survival rates for glioma patients. In clinical samples, ALG1 was highly expressed at both mRNA and protein levels, correlating with tumour grade. Single-cell analysis showed increasing ALG1 expression from non-tumorigenic to malignant states, especially in malignant cells. ALG1 overexpression altered tumour microenvironmentsignalling, changing IL10 and CYPA pathways associated with immune suppression. Knocking down ALG1 significantly reduced glioma cell migration and downregulated EMT-related proteins like N-cadherin, β-catenin, and Vimentin. This study highlights ALG1 as a key prognostic biomarker and therapeutic target for glioma, promoting malignancy through increased cell migration, EMT modulation, and an altered immunosuppressive microenvironment.",foundation_scale_pretraining,"perturbation_prediction, biomarker_discovery, multimodal_integration","scRNA-seq, Protein/CITE-seq"
pmid_42002768,Biomimetic nanodecoys remodel the mechano-immune microenvironment to potentiate checkpoint blockade in colorectal cancer.,Wang Nannan; Wang Ke; Cao Yuepeng; Su Guoqing; Qian Jinghang,2026,Journal of nanobiotechnology,10.1186/s12951-026-04458-3,,https://pubmed.ncbi.nlm.nih.gov/42002768/,PubMed,"The clinical efficacy of immune checkpoint inhibitors (ICIs) in colorectal cancer (CRC) is restricted by a dense, rigid extracellular matrix (ECM) that acts as a physical barrier to immune infiltration. To address this resistance, a biomimetic nanoplatform (MDPAs) was developed, comprising Defactinib-loaded mesoporous silica nanoparticles encapsulated in PD-L1 antibody-conjugated platelet membranes. Leveraging platelet-mimetic adhesion for tumor accumulation, MDPAs were shown to inhibit the Integrin-FAK-YAP mechanotransduction axis, leading to YAP cytoplasmic sequestration and attenuated cytoskeletal tension. This alleviation of the mechanical niche is associated with enhanced cytotoxic T cell infiltration, which synergizes with co-delivered PD-L1 antibodies to activate antitumor immunity. Single-cell RNA sequencing reveals that MDPAs remodel immune-epithelial-stromal crosstalk, driving tumor cells from a mesenchymal-like phenotype toward an immunologically susceptible, antigen-presenting state. In orthotopic, liver metastasis, and post-surgical recurrence models, MDPA treatment elicited tumor regression and extended survival with a favorable biosafety profile. These findings suggest that modulating tumor mechanics may represent an effective strategy to sensitize refractory CRC to immunotherapy.",hybrid_symbolic_statistical,unspecified,unspecified
pmid_42002397,Physiological and anatomical determinants of placental drug transfer.,Lewis Rohan M; Umapathy Anandita; Cleal Jane K; Sengers Bram G,2026,The Journal of physiology,10.1113/JP289604,,https://pubmed.ncbi.nlm.nih.gov/42002397/,PubMed,"Understanding how pharmaceuticals cross the placenta is central to balancing effective maternal therapy with fetal safety. Computational and physiologically based pharmacokinetic models are powerful tools for predicting fetal drug exposure, but their accuracy depends on identifying the rate-limiting determinants of placental transfer. These include placental anatomy, the routes available for paracellular diffusion, and the cellular localisation and membrane polarisation of drug transporters. The placenta both limits and mediates fetal exposure: it clears pharmaceuticals from the fetal circulation yet provides the principal route by which drugs reach the fetus. Transfer depends on a drug's physicochemical properties, especially molecular size and lipid solubility, and the presence of specific transport mechanisms. Net fetal exposure reflects the combined effects of diffusion and transporter-mediated fluxes, plasma protein affinity, with a smaller contribution from placental metabolism. At the anatomical level recent advances in our understanding of placental ultrastructure have provided new routes allowing fetal exposure via diffusion. At the molecular level, defining transporter expression and polarisation is challenging and the literature is often inconsistent, reflecting methodological limitations. Single-cell and single-nucleus transcriptomics provide valuable insights into cell-specific gene expression, although not necessarily protein localisation. Spatial mass spectrometry offers complementary information on protein abundance and polarity but remains limited by resolution. Effective models require a strong foundation in physiology and anatomy. A key limitation to modelling placental drug transfer is clearly determining the cellular localisation and membrane polarisation of drug transporters, and addressing this question is key to developing more effective predictive models.",multimodal_fusion,"perturbation_prediction, spatial_reconstruction, multimodal_integration","scRNA-seq, Protein/CITE-seq, Spatial"
pmid_42001325,PD-1/PD-L1 Signaling in Non-ICI Myocarditis.,Yousif Laura I; Sijtema Aukje G; Appels Ymke; van den Berg Pieter F; Aboumsallem Joseph Pierre,2026,JACC. Basic to translational science,10.1016/j.jacbts.2026.101539,,https://pubmed.ncbi.nlm.nih.gov/42001325/,PubMed,"Immune checkpoint inhibitor (ICI)-mediated myocarditis is a notorious complication of cancer treatment; however, the role of immune checkpoints in the heart during inflammation remains unknown. We investigated myocardial expression of programmed cell death protein 1 (PD-1) and its ligand (PD-L1) in non-ICI myocarditis. We performed a cross-species single-cell/-nucleus RNA sequencing comparative analysis, including 3 different models of myocarditis in mice and human hearts, with in vitro validation in human cells. This provided compelling evidence that PD-1/PD-L1 signaling in both murine and human non-ICI myocarditis is inherent to the myocardial inflammatory response. Specifically, cardiac endothelial cells and fibroblasts exhibited robust and sustained PD-L1 up-regulation in myocarditis, while also coinciding temporally with peak PD-1 expression on T cells, which presents an important defense mechanism. Therefore, immune checkpoints have global importance in myocarditis and may serve as a therapeutic target.",hybrid_symbolic_statistical,multimodal_integration,Protein/CITE-seq
pmid_42001193,The B7 family subgroup reflects tumor cell heterogeneity and patient post-operative prognosis in gallbladder cancer.,Ma Chuhan; Hu Huixin; Li Yang; Zhong Chongli; Dong YunHao,2026,Biology direct,10.1186/s13062-026-00802-7,,https://pubmed.ncbi.nlm.nih.gov/42001193/,PubMed,"To elucidate the biological heterogeneity of gallbladder cancer (GBC) cells and refine post-operative risk stratification by investigating the expression and downstream signaling of the B7-family immune checkpoint molecules CD276 (B7-H3), VTCN1 (B7-H4), and HHLA2 (B7-H7) at single-cell resolution. Single-cell RNA sequencing (scRNA-seq) data from seven primary tumors delineated five epithelial subgroups via non-negative matrix factorization (NMF). The functional association between HHLA2 and RAC1/CDC42-PAK1-Cofilin signaling was validated by lentiviral manipulation, pharmacologic inhibition, and subcutaneous xenografts. A total of 188 surgically treated GBC patients were enrolled for survival modeling. Seven machine-learning survival algorithms were trained on five variables (CD276, VTCN1, HHLA2 expression, tumor size, and differentiation) and compared by C-index, ROC-AUC, and calibration curves. CD276 + and VTCN1 + epithelial cells displayed pro-proliferative profiles, whereas HHLA2 + cells exhibited high EMT and migration signatures. HHLA2 overexpression led to increased RAC1/CDC42-PAK1-Cofilin signaling activity, enhanced proliferation, invasion, and EMT in vitro, and accelerated tumor growth in vivo. These effects were reversed by RAC1, CDC42, or PAK1 inhibitors, as well as by CFL1 knockdown. NMF classified tumor epithelial cells into five functionally distinct subgroups. A gradient-boosting machine (GBM) model integrating expression of the three B7 molecules with tumor size and differentiation achieved superior discrimination and accurate calibration on both the training and validation sets. B7-family expression delineates biologically distinct GBC subpopulations; HHLA2 promotes EMT via RAC1/CDC42-PAK1-Cofilin signaling. The GBM model incorporating CD276, VTCN1, and HHLA2 expression with tumor size and differentiation demonstrates potential for enhanced post-operative risk stratification, offering promising candidates for biomarker development and targeted therapeutic interventions.",hybrid_symbolic_statistical,"perturbation_prediction, biomarker_discovery",scRNA-seq
pmid_41999690,Macrophage polarization as a therapeutic target in lung diseases: From pathogenesis to precision intervention.,Kuang Huabing; Chen Yang; Yang Xiaoqi; Sun Rong; Chen Yao,2026,International immunopharmacology,10.1016/j.intimp.2026.116660,,https://pubmed.ncbi.nlm.nih.gov/41999690/,PubMed,"Macrophages serve as core effector cells of the innate immune system, exerting dual regulatory roles in pulmonary homeostasis maintenance and disease pathogenesis. Pulmonary macrophages comprise two distinct ontogenetic populations: self-renewing tissue-resident alveolar macrophages and monocyte-derived recruited macrophages under inflammatory conditions. Both populations exhibit remarkable phenotypic and functional plasticity, transitioning between pro-inflammatory and anti-inflammatory/reparative states in response to microenvironmental stimuli. Critically, this polarization process is precisely orchestrated by an intricate regulatory network encompassing TLR4/NF-κB, JAK/STAT, PI3K/Akt, Notch, and TGF-β/Smad signaling pathways, and the functional imbalance of macrophage polarization is a central mechanism underlying the initiation and progression of various pulmonary diseases. This review systematically delineates the ontological heterogeneity of tissue-resident versus recruited pulmonary macrophages and the molecular basis governing their polarization. We subsequently emphasize the pivotal role of macrophage functional dysregulation in the pathogenesis of major pulmonary diseases, including acute lung injury, chronic obstructive pulmonary disease, asthma, pulmonary fibrosis, and lung cancer. Building upon this foundation, we comprehensively summarize advances in therapeutic strategies targeting polarization-critical molecules, modulating signaling pathway activity, and intervening in metabolic reprogramming for pulmonary disease treatment. Furthermore, we critically discuss the paradigm shift from non-specific broad-spectrum modulation to targeted precision reprogramming, highlighting the integration of advanced analytical platforms such as single-cell multi-omics and spatial transcriptomics, coupled with dynamic monitoring technologies, to achieve spatiotemporal regulation of macrophage function. Notably, we propose an innovative framework integrating artificial intelligence-driven predictive modeling with macrophage-derived exosome biomarker discovery, enabling real-time non-invasive monitoring of polarization dynamics and facilitating adaptive therapeutic decision-making. Through in-depth understanding of macrophage functional plasticity and its regulatory mechanisms, this article proposes an evolving strategic framework transitioning from antagonistic intervention towards immune homeostasis reconstruction, providing novel theoretical underpinnings and translational research directions for precision immunotherapy in refractory lung diseases.",multimodal_fusion,"biomarker_discovery, batch_correction, spatial_reconstruction, multimodal_integration","scRNA-seq, Spatial"
